id,pop,shop,brand,container,capacity,price,quantity
1765,671022,shop_3,gazoza,plastic,1.5lt,1.3,17589
1766,671022,shop_3,gazoza,can,330ml,0.31,52263
1767,671022,shop_3,lemon-boost,glass,500ml,1.03,19053
1768,671022,shop_3,lemon-boost,can,330ml,0.58,19679
1769,139242,shop_5,kinder-cola,glass,500ml,1.17,15725
1770,139242,shop_5,kinder-cola,plastic,1.5lt,1.63,19293
1771,139242,shop_5,kinder-cola,can,330ml,0.79,18813
1772,139242,shop_5,adult-cola,glass,500ml,1.28,20017
1773,139242,shop_5,adult-cola,can,330ml,0.45,45895
1774,139242,shop_5,orange-power,glass,500ml,0.86,38392
1775,139242,shop_5,orange-power,plastic,1.5lt,2.1,16219
1776,139242,shop_5,orange-power,can,330ml,0.27,65286
1777,139242,shop_5,gazoza,plastic,1.5lt,0.87,37988
1778,139242,shop_5,gazoza,can,330ml,0.27,57886
1779,139242,shop_5,lemon-boost,glass,500ml,0.94,22228
1780,139242,shop_5,lemon-boost,plastic,1.5lt,2.2,16672
1781,139242,shop_5,lemon-boost,can,330ml,0.53,26068
1782,671022,shop_3,lemon-boost,plastic,1.5lt,1.77,17711
1783,671022,shop_1,kinder-cola,plastic,1.5lt,3,15264
1784,347001,shop_4,orange-power,glass,500ml,0.86,45277
1785,347001,shop_4,adult-cola,can,330ml,0.59,48238
1786,671022,shop_1,gazoza,can,330ml,0.29,54203
1787,139242,shop_5,gazoza,glass,500ml,0.66,30713
1788,347001,shop_4,lemon-boost,glass,500ml,1.11,25054
1789,347001,shop_4,lemon-boost,can,330ml,0.54,33058
1790,671022,shop_3,kinder-cola,glass,500ml,1.32,13525
1791,166301,shop_6,adult-cola,can,330ml,0.61,60996
1792,166301,shop_6,adult-cola,glass,500ml,1.07,54909
1793,135432,shop_2,lemon-boost,glass,500ml,0.96,29249
1794,139242,shop_5,adult-cola,plastic,1.5lt,2.1,21629
1795,135432,shop_2,lemon-boost,plastic,1.5lt,1.9,23533
1796,135432,shop_2,adult-cola,can,330ml,0.59,40160
1797,671022,shop_1,kinder-cola,can,330ml,0.73,21953
1798,166301,shop_6,orange-power,plastic,1.5lt,2.17,25801
1799,671022,shop_3,adult-cola,plastic,1.5lt,1.81,22198
1800,671022,shop_1,kinder-cola,glass,500ml,1.11,13952
1801,671022,shop_1,kinder-cola,plastic,1.5lt,3.2,11065
1802,671022,shop_1,kinder-cola,can,330ml,0.68,18514
1803,671022,shop_1,adult-cola,glass,500ml,1.25,18468
1804,671022,shop_1,adult-cola,plastic,1.5lt,2.39,16640
1805,671022,shop_1,adult-cola,can,330ml,0.78,21721
1806,671022,shop_1,orange-power,glass,500ml,1,29422
1807,671022,shop_1,orange-power,plastic,1.5lt,1.58,27398
1808,671022,shop_1,gazoza,glass,500ml,0.46,56871
1809,671022,shop_1,gazoza,can,330ml,0.36,36890
1810,671022,shop_1,lemon-boost,plastic,1.5lt,1.57,20747
1811,135432,shop_2,kinder-cola,glass,500ml,1.22,16191
1812,135432,shop_2,kinder-cola,plastic,1.5lt,3.8,9023
1813,135432,shop_2,kinder-cola,can,330ml,0.85,15639
1814,135432,shop_2,adult-cola,glass,500ml,1.1,28421
1815,135432,shop_2,adult-cola,can,330ml,0.64,31668
1816,135432,shop_2,orange-power,glass,500ml,0.76,45221
1817,135432,shop_2,orange-power,can,330ml,0.56,33890
1818,135432,shop_2,gazoza,glass,500ml,0.65,43240
1819,135432,shop_2,gazoza,plastic,1.5lt,0.75,49118
1820,135432,shop_2,gazoza,can,330ml,0.21,84624
1821,135432,shop_2,lemon-boost,glass,500ml,1.04,20986
1822,135432,shop_2,lemon-boost,plastic,1.5lt,2.46,15765
1823,135432,shop_2,lemon-boost,can,330ml,0.28,42573
1824,166301,shop_6,kinder-cola,glass,500ml,1.46,19658
1825,166301,shop_6,kinder-cola,plastic,1.5lt,3.74,13236
1826,166301,shop_6,kinder-cola,can,330ml,0.78,33413
1827,166301,shop_6,adult-cola,glass,500ml,1.4,24096
1828,166301,shop_6,adult-cola,can,330ml,0.58,56655
1829,166301,shop_6,orange-power,glass,500ml,0.8,64179
1830,166301,shop_6,orange-power,plastic,1.5lt,1.9,28795
1831,166301,shop_6,orange-power,can,330ml,0.33,91045
1832,166301,shop_6,gazoza,plastic,1.5lt,1.34,34388
1833,166301,shop_6,gazoza,can,330ml,0.33,81903
1834,166301,shop_6,lemon-boost,glass,500ml,0.86,40148
1835,166301,shop_6,lemon-boost,plastic,1.5lt,1.61,36224
1836,166301,shop_6,lemon-boost,can,330ml,0.59,32933
1837,347001,shop_4,kinder-cola,glass,500ml,1.31,18270
1838,347001,shop_4,kinder-cola,plastic,1.5lt,3.21,14078
1839,347001,shop_4,kinder-cola,can,330ml,0.91,14887
1840,347001,shop_4,adult-cola,glass,500ml,1.23,26563
1841,347001,shop_4,adult-cola,plastic,1.5lt,3.2,13888
1842,347001,shop_4,adult-cola,can,330ml,0.67,34611
1843,347001,shop_4,orange-power,glass,500ml,0.76,55362
1844,347001,shop_4,orange-power,plastic,1.5lt,1.73,29133
1845,347001,shop_4,orange-power,can,330ml,0.32,73818
1846,347001,shop_4,gazoza,glass,500ml,0.57,59532
1847,347001,shop_4,gazoza,plastic,,0.93,42320
1848,347001,shop_4,gazoza,can,330ml,0.36,46185
1849,347001,shop_4,lemon-boost,glass,500ml,0.82,32625
1850,347001,shop_4,lemon-boost,plastic,1.5lt,1.96,21992
1851,347001,shop_4,lemon-boost,can,330ml,0.5,30440
1852,671022,shop_3,kinder-cola,glass,500ml,1.35,10491
1853,671022,shop_3,kinder-cola,plastic,1.5lt,2.08,10115
1854,671022,shop_3,kinder-cola,can,330ml,0.97,9369
1855,671022,shop_3,adult-cola,glass,500ml,0.82,23327
1856,671022,shop_3,adult-cola,plastic,1.5lt,2.11,14915
1857,671022,shop_3,orange-power,glass,500ml,0.64,35461
1858,671022,shop_3,orange-power,plastic,1.5lt,1.51,20973
1859,671022,shop_3,gazoza,plastic,1.5lt,1.06,22856
1860,671022,shop_3,lemon-boost,glass,500ml,0.89,19920
1861,671022,shop_3,lemon-boost,can,330ml,0.41,24823
1862,139242,shop_5,kinder-cola,glass,500ml,0.99,15458
1863,139242,shop_5,kinder-cola,plastic,1.5lt,1.99,14717
1864,139242,shop_5,kinder-cola,can,330ml,0.73,15667
1865,139242,shop_5,adult-cola,glass,500ml,1.08,17693
1866,139242,shop_5,adult-cola,plastic,1.5lt,3.59,6268
1867,139242,shop_5,orange-power,glass,500ml,0.88,27140
1868,139242,shop_5,orange-power,can,330ml,0.31,51166
1869,139242,shop_5,gazoza,glass,500ml,0.7,25862
1870,139242,shop_5,gazoza,plastic,1.5lt,1.2,22144
1871,139242,shop_5,gazoza,can,330ml,0.32,48016
1872,139242,shop_5,lemon-boost,glass,500ml,0.76,24890
1873,139242,shop_5,lemon-boost,plastic,1.5lt,2.24,11517
1874,671022,shop_3,gazoza,glass,500ml,0.76,15963
1875,166301,shop_6,adult-cola,plastic,1.5lt,1.97,36921
1876,135432,shop_2,adult-cola,plastic,1.5lt,1.85,24832
1877,671022,shop_3,gazoza,can,330ml,0.26,45324
1878,671022,shop_3,lemon-boost,plastic,1.5lt,1.96,13823
1879,671022,shop_1,lemon-boost,glass,500ml,0.86,23989
1880,671022,shop_1,lemon-boost,can,330ml,0.33,40244
1881,139242,shop_5,adult-cola,can,330ml,0.69,19332
1882,671022,shop_3,adult-cola,can,330ml,0.69,23942
1883,671022,shop_3,orange-power,can,330ml,0.58,25173
1884,139242,shop_5,lemon-boost,can,330ml,0.36,36876
1885,135432,shop_2,orange-power,plastic,1.5lt,1.62,25687
1886,166301,shop_6,gazoza,glass,500ml,0.68,56416
1887,671022,shop_1,orange-power,can,330ml,0.52,35197
1888,671022,shop_1,gazoza,plastic,1.5lt,0.58,50108
1889,139242,shop_5,orange-power,plastic,1.5lt,1.64,22415
1890,671022,shop_1,kinder-cola,glass,500ml,1.14,13559
1891,671022,shop_1,kinder-cola,can,330ml,0.88,11512
1892,671022,shop_1,adult-cola,glass,500ml,1.32,14768
1893,671022,shop_1,adult-cola,plastic,1.5lt,2.78,11810
1894,671022,shop_1,adult-cola,can,330ml,0.59,28120
1895,671022,shop_1,orange-power,glass,500ml,0.91,22641
1896,671022,shop_1,orange-power,plastic,1.5lt,1.85,18825
1897,671022,shop_1,gazoza,plastic,1.5lt,0.88,30242
1898,671022,shop_1,gazoza,can,330ml,0.25,64253
1899,671022,shop_1,lemon-boost,glass,500ml,1.08,11087
1900,671022,shop_1,lemon-boost,plastic,1.5lt,1.68,15131
1901,671022,shop_1,lemon-boost,can,330ml,0.25,35888
1902,135432,shop_2,kinder-cola,glass,500ml,1.25,14583
1903,135432,shop_2,kinder-cola,plastic,1.5lt,2.26,14978
1904,135432,shop_2,kinder-cola,can,330ml,0.55,28656
1905,135432,shop_2,adult-cola,glass,500ml,0.84,29566
1906,135432,shop_2,adult-cola,plastic,1.5lt,1.96,25542
1907,135432,shop_2,adult-cola,can,330ml,0.57,33438
1908,135432,shop_2,orange-power,glass,500ml,0.57,48401
1909,135432,shop_2,orange-power,plastic,1.5lt,1.62,23706
1910,135432,shop_2,orange-power,can,330ml,0.66,14897
1911,135432,shop_2,gazoza,glass,500ml,0.63,35899
1912,135432,shop_2,gazoza,plastic,1.5lt,0.88,38987
1913,135432,shop_2,gazoza,can,330ml,0.3,47500
1914,135432,shop_2,lemon-boost,glass,500ml,0.96,23267
1915,135432,shop_2,lemon-boost,plastic,1.5lt,2.64,12081
1916,135432,shop_2,lemon-boost,can,330ml,0.5,29863
1917,166301,shop_6,kinder-cola,glass,500ml,0.99,25858
1918,166301,shop_6,kinder-cola,plastic,1.5lt,2.62,17287
1919,166301,shop_6,kinder-cola,can,330ml,0.72,29967
1920,166301,shop_6,adult-cola,glass,500ml,0.85,36696
1921,166301,shop_6,adult-cola,plastic,1.5lt,2.28,27597
1922,166301,shop_6,orange-power,can,330ml,0.53,44982
1923,166301,shop_6,gazoza,plastic,1.5lt,0.8,49813
1924,166301,shop_6,gazoza,can,330ml,0.31,72980
1925,166301,shop_6,lemon-boost,plastic,1.5lt,1.81,20065
1926,166301,shop_6,lemon-boost,can,330ml,0.42,40252
1927,347001,shop_4,kinder-cola,glass,500ml,1.49,12098
1928,347001,shop_4,kinder-cola,plastic,1.5lt,3.47,8500
1929,347001,shop_4,kinder-cola,can,330ml,0.51,23506
1930,347001,shop_4,adult-cola,glass,500ml,1,29528
1931,347001,shop_4,adult-cola,plastic,1.5lt,1.66,27394
1932,347001,shop_4,orange-power,glass,500ml,1,30080
1933,347001,shop_4,orange-power,plastic,1.5lt,1.12,37242
1934,347001,shop_4,orange-power,can,330ml,0.33,56264
1935,347001,shop_4,gazoza,glass,500ml,0.57,49977
1936,347001,shop_4,gazoza,plastic,1.5lt,0.91,33585
1937,347001,shop_4,lemon-boost,glass,500ml,0.93,19220
1938,347001,shop_4,lemon-boost,plastic,1.5lt,2.32,15181
1939,347001,shop_4,lemon-boost,can,330ml,0.77,12409
1940,671022,shop_3,kinder-cola,plastic,1.5lt,3.75,5470
1941,671022,shop_3,kinder-cola,can,330ml,0.82,9639
1942,671022,shop_3,adult-cola,glass,500ml,1.07,16882
1943,671022,shop_3,adult-cola,plastic,1.5lt,2.88,11028
1944,671022,shop_3,adult-cola,can,330ml,0.57,23612
1945,671022,shop_3,orange-power,glass,500ml,0.8,23534
1946,671022,shop_3,orange-power,plastic,1.5lt,0.57,26947
1947,671022,shop_3,orange-power,can,330ml,0.63,11549
1948,671022,shop_3,gazoza,glass,500ml,0.59,26679
1949,671022,shop_3,gazoza,plastic,1.5lt,1.07,20382
1950,671022,shop_3,gazoza,can,330ml,0.27,37285
1951,671022,shop_3,lemon-boost,glass,500ml,1,13894
1952,671022,shop_3,lemon-boost,plastic,1.5lt,1.4,17832
1953,139242,shop_5,kinder-cola,glass,500ml,1.51,8211
1954,139242,shop_5,kinder-cola,plastic,1.5lt,2.92,8221
1955,139242,shop_5,kinder-cola,can,330ml,0.88,10807
1956,139242,shop_5,adult-cola,glass,500ml,1.15,15970
1957,139242,shop_5,adult-cola,plastic,1.5lt,2.61,10418
1958,139242,shop_5,adult-cola,can,330ml,0.59,24970
1959,139242,shop_5,orange-power,plastic,1.5lt,0.79,26896
1960,139242,shop_5,orange-power,can,330ml,0.53,27048
1961,139242,shop_5,gazoza,glass,500ml,0.61,31670
1962,139242,shop_5,gazoza,plastic,1.5lt,0.76,33114
1963,139242,shop_5,gazoza,can,330ml,0.32,33478
1964,139242,shop_5,lemon-boost,glass,500ml,0.87,17384
1965,139242,shop_5,lemon-boost,plastic,1.5lt,1.71,14198
1966,139242,shop_5,lemon-boost,can,330ml,0.58,19368
1967,671022,shop_3,kinder-cola,glass,500ml,1.83,3460
1968,166301,shop_6,gazoza,glass,500ml,0.58,59854
1969,347001,shop_4,adult-cola,can,330ml,0.62,35877
1970,166301,shop_6,adult-cola,can,330ml,0.8,24500
1971,166301,shop_6,orange-power,glass,500ml,0.7,48676
1972,139242,shop_5,orange-power,glass,500ml,0.87,20285
1973,347001,shop_4,gazoza,can,330ml,0.26,68032
1974,166301,shop_6,lemon-boost,glass,500ml,0.7,37392
1975,671022,shop_1,orange-power,can,330ml,0.34,38203
1976,671022,shop_1,gazoza,glass,500ml,0.57,49672
1977,166301,shop_6,orange-power,plastic,1.5lt,1.67,35586
1978,671022,shop_3,lemon-boost,can,330ml,0.66,11210
1979,671022,shop_1,kinder-cola,plastic,1.5lt,2.43,11129
1980,671022,shop_1,kinder-cola,plastic,1.5lt,2.74,9353
1981,671022,shop_1,kinder-cola,can,330ml,0.84,10795
1982,671022,shop_1,adult-cola,glass,500ml,1.2,17394
1983,671022,shop_1,adult-cola,plastic,1.5lt,2.49,15805
1984,671022,shop_1,adult-cola,can,330ml,0.78,15119
1985,671022,shop_1,orange-power,plastic,1.5lt,1.94,15291
1986,671022,shop_1,orange-power,can,330ml,0.3,47846
1987,671022,shop_1,gazoza,can,330ml,0.35,29062
1988,671022,shop_1,lemon-boost,glass,500ml,1.02,14310
1989,671022,shop_1,lemon-boost,plastic,1.5lt,1.87,13639
1990,671022,shop_1,lemon-boost,can,330ml,0.55,19281
1991,135432,shop_2,kinder-cola,plastic,1.5lt,2.43,12954
1992,135432,shop_2,kinder-cola,can,330ml,0.76,15185
1993,135432,shop_2,adult-cola,glass,500ml,0.91,29472
1994,135432,shop_2,adult-cola,can,330ml,0.56,30652
1995,135432,shop_2,orange-power,glass,500ml,0.7,46133
1996,135432,shop_2,orange-power,plastic,1.5lt,1.94,19066
1997,135432,shop_2,orange-power,can,330ml,0.51,28521
1998,135432,shop_2,gazoza,glass,500ml,0.65,41646
1999,135432,shop_2,gazoza,plastic,1.5lt,1.02,24603
2000,135432,shop_2,lemon-boost,glass,500ml,1.18,11166
2001,135432,shop_2,lemon-boost,plastic,1.5lt,1.48,20252
2002,135432,shop_2,lemon-boost,can,330ml,0.42,32649
2003,166301,shop_6,kinder-cola,glass,500ml,0.87,23921
2004,166301,shop_6,kinder-cola,plastic,1.5lt,2.43,14926
2005,166301,shop_6,kinder-cola,can,330ml,0.65,25484
2006,166301,shop_6,adult-cola,glass,500ml,1.31,20586
2007,166301,shop_6,adult-cola,plastic,1.5lt,2.8,21118
2008,166301,shop_6,adult-cola,can,330ml,0.68,30488
2009,166301,shop_6,orange-power,glass,500ml,0.82,36228
2010,166301,shop_6,orange-power,plastic,1.5lt,1.92,26706
2011,166301,shop_6,orange-power,can,330ml,0.52,43112
2012,166301,shop_6,gazoza,glass,500ml,0.62,49852
2013,166301,shop_6,lemon-boost,glass,500ml,1.02,23604
2014,166301,shop_6,lemon-boost,plastic,1.5lt,2.23,17929
2015,166301,shop_6,lemon-boost,can,330ml,0.53,29952
2016,347001,shop_4,kinder-cola,glass,500ml,1.32,12874
2017,347001,shop_4,kinder-cola,plastic,1.5lt,3.53,8847
2018,347001,shop_4,kinder-cola,can,330ml,0.87,14928
2019,347001,shop_4,adult-cola,glass,500ml,1.15,24000
2020,347001,shop_4,adult-cola,plastic,1.5lt,3.09,10375
2021,347001,shop_4,adult-cola,can,330ml,0.73,22693
2022,347001,shop_4,orange-power,glass,500ml,0.83,31627
2023,347001,shop_4,orange-power,can,330ml,0.52,31318
2024,347001,shop_4,gazoza,glass,500ml,0.56,51616
2025,347001,shop_4,gazoza,plastic,1.5lt,0.99,29589
2026,347001,shop_4,gazoza,can,330ml,0.35,40974
2027,347001,shop_4,lemon-boost,plastic,1.5lt,1.77,16743
2028,347001,shop_4,lemon-boost,can,330ml,0.32,37586
2029,671022,shop_3,kinder-cola,plastic,1.5lt,3.74,4885
2030,671022,shop_3,kinder-cola,can,330ml,1.02,5931
2031,671022,shop_3,adult-cola,glass,500ml,0.83,21205
2032,671022,shop_3,adult-cola,plastic,1.5lt,1.34,18518
2033,671022,shop_3,adult-cola,can,330ml,0.58,23162
2034,671022,shop_3,orange-power,glass,500ml,0.8,20722
2035,671022,shop_3,orange-power,plastic,1.5lt,2.38,8028
2036,671022,shop_3,orange-power,can,330ml,0.5,21696
2037,671022,shop_3,gazoza,plastic,1.5lt,1.36,13687
2038,671022,shop_3,lemon-boost,glass,500ml,0.94,11487
2039,671022,shop_3,lemon-boost,plastic,1.5lt,3.05,3301
2040,671022,shop_3,lemon-boost,can,330ml,0.62,13597
2041,139242,shop_5,kinder-cola,glass,500ml,1.25,11955
2042,139242,shop_5,kinder-cola,plastic,1.5lt,2.49,10189
2043,139242,shop_5,adult-cola,glass,500ml,1.28,15242
2044,139242,shop_5,orange-power,glass,500ml,0.85,23031
2045,139242,shop_5,orange-power,plastic,1.5lt,1.63,17267
2046,139242,shop_5,gazoza,glass,500ml,0.59,33294
2047,139242,shop_5,gazoza,plastic,1.5lt,1,20793
2048,139242,shop_5,gazoza,can,330ml,0.3,43696
2049,139242,shop_5,lemon-boost,glass,500ml,1.22,6988
2050,139242,shop_5,lemon-boost,plastic,1.5lt,2.06,12010
2051,139242,shop_5,lemon-boost,can,330ml,0.66,13304
2052,671022,shop_1,gazoza,plastic,1.5lt,1.04,24503
2053,139242,shop_5,orange-power,can,330ml,0.39,30279
2054,347001,shop_4,orange-power,plastic,1.5lt,1.38,25013
2055,671022,shop_3,kinder-cola,glass,500ml,1.1,10448
2056,139242,shop_5,kinder-cola,can,330ml,0.5,15141
2057,166301,shop_6,gazoza,plastic,1.5lt,0.88,45457
2058,347001,shop_4,lemon-boost,glass,500ml,1.04,19581
2059,671022,shop_1,gazoza,glass,500ml,0.54,46315
2060,671022,shop_3,gazoza,can,330ml,0.23,47110
2061,139242,shop_5,adult-cola,can,330ml,0.48,28477
2062,135432,shop_2,gazoza,can,330ml,0.27,59176
2063,135432,shop_2,kinder-cola,glass,500ml,1.46,12851
2064,671022,shop_1,orange-power,glass,500ml,0.66,31960
2065,139242,shop_5,adult-cola,plastic,1.5lt,1.67,21203
2066,166301,shop_6,gazoza,can,330ml,0.33,64882
2067,671022,shop_3,gazoza,glass,500ml,0.51,40092
2068,135432,shop_2,adult-cola,plastic,1.5lt,1.91,19960
2069,671022,shop_1,kinder-cola,glass,500ml,0.71,19041
2070,671022,shop_1,kinder-cola,glass,500ml,1.13,16837
2071,671022,shop_1,kinder-cola,plastic,1.5lt,2,14898
2072,671022,shop_1,kinder-cola,can,330ml,0.9,12764
2073,671022,shop_1,adult-cola,can,330ml,0.71,22156
2074,671022,shop_1,orange-power,glass,500ml,0.79,31073
2075,671022,shop_1,orange-power,plastic,1.5lt,0.95,29952
2076,671022,shop_1,gazoza,glass,500ml,0.58,33425
2077,671022,shop_1,gazoza,plastic,1.5lt,1.17,23986
2078,671022,shop_1,gazoza,can,330ml,0.3,43629
2079,671022,shop_1,lemon-boost,glass,500ml,1.07,11968
2080,671022,shop_1,lemon-boost,can,330ml,0.5,25445
2081,135432,shop_2,kinder-cola,glass,500ml,1.5,12571
2082,135432,shop_2,kinder-cola,plastic,1.5lt,3.52,10273
2083,135432,shop_2,adult-cola,glass,500ml,1.1,25894
2084,135432,shop_2,adult-cola,plastic,1.5lt,1.94,25897
2085,135432,shop_2,adult-cola,can,330ml,0.57,41308
2086,135432,shop_2,orange-power,glass,500ml,0.71,41986
2087,135432,shop_2,orange-power,plastic,1.5lt,1.11,39213
2088,135432,shop_2,orange-power,can,330ml,0.42,49804
2089,135432,shop_2,gazoza,glass,500ml,0.7,33961
2090,135432,shop_2,gazoza,plastic,1.5lt,1.08,32335
2091,135432,shop_2,gazoza,can,330ml,0.33,57364
2092,135432,shop_2,lemon-boost,can,330ml,0.63,25378
2093,166301,shop_6,kinder-cola,glass,500ml,1.43,19717
2094,166301,shop_6,kinder-cola,plastic,1.5lt,2.91,17051
2095,166301,shop_6,kinder-cola,can,330ml,0.61,31288
2096,166301,shop_6,adult-cola,glass,500ml,1.1,38980
2097,166301,shop_6,adult-cola,plastic,1.5lt,2.75,23821
2098,166301,shop_6,adult-cola,can,330ml,0.68,38592
2099,166301,shop_6,orange-power,glass,500ml,0.75,50600
2100,166301,shop_6,orange-power,plastic,1.5lt,2.43,18219
2101,166301,shop_6,orange-power,can,330ml,0.43,63844
2102,166301,shop_6,gazoza,glass,500ml,0.62,50256
2103,166301,shop_6,gazoza,plastic,1.5lt,1.05,43159
2104,166301,shop_6,gazoza,can,330ml,0.36,57095
2105,166301,shop_6,lemon-boost,glass,500ml,0.92,29138
2106,166301,shop_6,lemon-boost,plastic,1.5lt,1.53,28827
2107,166301,shop_6,lemon-boost,can,330ml,0.52,44046
2108,347001,shop_4,kinder-cola,glass,500ml,1.26,17228
2109,347001,shop_4,kinder-cola,plastic,1.5lt,3.75,9658
2110,347001,shop_4,kinder-cola,can,330ml,0.64,28538
2111,347001,shop_4,adult-cola,glass,500ml,1.17,26378
2112,347001,shop_4,adult-cola,plastic,1.5lt,1.57,23605
2113,347001,shop_4,adult-cola,can,330ml,0.68,32834
2114,347001,shop_4,orange-power,glass,500ml,0.88,33696
2115,347001,shop_4,orange-power,plastic,1.5lt,1.37,32343
2116,347001,shop_4,orange-power,can,330ml,0.5,44919
2117,347001,shop_4,gazoza,plastic,1.5lt,1.02,35072
2118,347001,shop_4,gazoza,can,330ml,0.21,97481
2119,347001,shop_4,lemon-boost,plastic,1.5lt,1.59,28488
2120,347001,shop_4,lemon-boost,can,330ml,0.27,57908
2121,671022,shop_3,kinder-cola,plastic,1.5lt,3.06,7005
2122,671022,shop_3,kinder-cola,can,330ml,0.54,15937
2123,671022,shop_3,adult-cola,glass,500ml,1.1,12890
2124,671022,shop_3,adult-cola,plastic,1.5lt,2.17,12924
2125,671022,shop_3,adult-cola,can,330ml,0.82,13055
2126,671022,shop_3,orange-power,glass,500ml,0.87,23168
2127,671022,shop_3,orange-power,plastic,1.5lt,1.81,20278
2128,671022,shop_3,gazoza,glass,500ml,0.33,47955
2129,671022,shop_3,gazoza,plastic,1.5lt,1.31,13591
2130,671022,shop_3,gazoza,can,330ml,0.43,16504
2131,671022,shop_3,lemon-boost,glass,500ml,0.75,21270
2132,671022,shop_3,lemon-boost,plastic,1.5lt,1.96,11899
2133,139242,shop_5,kinder-cola,glass,500ml,1.09,11101
2134,139242,shop_5,kinder-cola,plastic,1.5lt,2.11,13760
2135,139242,shop_5,kinder-cola,can,330ml,0.55,23541
2136,139242,shop_5,adult-cola,glass,500ml,1.15,20120
2137,139242,shop_5,adult-cola,plastic,1.5lt,2.91,11671
2138,139242,shop_5,adult-cola,can,330ml,0.71,22618
2139,139242,shop_5,orange-power,glass,500ml,0.88,29821
2140,139242,shop_5,orange-power,plastic,1.5lt,0.96,25967
2141,139242,shop_5,gazoza,glass,500ml,0.64,39989
2142,139242,shop_5,gazoza,plastic,1.5lt,1.18,20581
2143,139242,shop_5,lemon-boost,glass,500ml,1.1,12836
2144,139242,shop_5,lemon-boost,plastic,1.5lt,1.84,15869
2145,671022,shop_1,lemon-boost,plastic,1.5lt,2.03,13040
2146,139242,shop_5,orange-power,can,330ml,0.41,50432
2147,671022,shop_1,orange-power,can,330ml,0.65,15008
2148,135432,shop_2,kinder-cola,can,330ml,0.77,21481
2149,671022,shop_1,adult-cola,glass,500ml,0.85,27864
2150,139242,shop_5,gazoza,can,330ml,0.31,37471
2151,347001,shop_4,gazoza,glass,500ml,0.74,28931
2152,671022,shop_3,lemon-boost,can,330ml,0.38,22268
2153,135432,shop_2,lemon-boost,glass,500ml,0.89,23000
2154,671022,shop_3,orange-power,can,330ml,0.43,31701
2155,671022,shop_3,kinder-cola,glass,500ml,1.45,6730
2156,671022,shop_1,adult-cola,plastic,1.5lt,1.98,19180
2157,347001,shop_4,lemon-boost,glass,500ml,0.82,30495
2158,139242,shop_5,lemon-boost,can,330ml,0.57,22577
2159,135432,shop_2,lemon-boost,plastic,1.5lt,1.98,17328
2160,668203,shop_1,kinder-cola,glass,500ml,1.15,11652
2161,668203,shop_1,kinder-cola,plastic,1.5lt,1.95,9263
2162,668203,shop_1,kinder-cola,can,330ml,0.88,10490
2163,668203,shop_1,adult-cola,plastic,1.5lt,2.41,13676
2164,668203,shop_1,adult-cola,can,330ml,0.89,9337
2165,668203,shop_1,orange-power,glass,500ml,0.88,23189
2166,668203,shop_1,orange-power,plastic,1.5lt,2.1,10528
2167,668203,shop_1,orange-power,can,330ml,0.52,27516
2168,668203,shop_1,gazoza,glass,500ml,0.63,32982
2169,668203,shop_1,gazoza,plastic,1.5lt,0.97,24978
2170,668203,shop_1,gazoza,can,330ml,0.21,45892
2171,668203,shop_1,lemon-boost,glass,500ml,1.1,10410
2172,668203,shop_1,lemon-boost,plastic,1.5lt,2.33,9489
2173,668203,shop_1,lemon-boost,can,330ml,0.6,16946
2174,136202,shop_2,kinder-cola,plastic,1.5lt,3.09,9874
2175,136202,shop_2,kinder-cola,can,330ml,0.55,22208
